timestamp1,lat1,lon1,sog1,timestamp2,lat2,lon2,sog2,distance_km,time_difference_minutes
2024-06-01 11:07:42+00:00,-6.490186666666666,105.736925,0.1,2024-06-01 11:31:43+00:00,-6.490371666666666,105.73696,0.1,0.020821929625335828,24.016666666666666
2024-06-01 12:07:45+00:00,-6.490535,105.73706833333334,0.0,2024-06-01 12:31:42+00:00,-6.490741666666667,105.73733666666666,0.0,0.03746042005362957,23.95
2024-06-01 12:37:58+00:00,-6.469026666666666,105.74139333333333,0.0,2024-06-01 13:03:20+00:00,-6.469151666666667,105.74143,0.0,0.014406274485721175,25.366666666666667
2024-06-01 19:48:46+00:00,-6.386815,105.79550833333333,0.3,2024-06-01 20:03:43+00:00,-6.386291666666667,105.79569833333333,0.2,0.06157352663744038,14.95
2024-06-03 16:28:28+00:00,-6.393973333333333,105.79660166666666,0.1,2024-06-03 16:43:28+00:00,-6.393973333333333,105.79656166666666,0.1,0.0044252654379770655,15.0
2024-06-03 16:43:28+00:00,-6.393973333333333,105.79656166666666,0.1,2024-06-03 17:04:28+00:00,-6.393905,105.79658166666667,0.2,0.007874117402694876,21.0
2024-06-03 22:17:05+00:00,-6.3872366666666665,105.79480833333334,0.2,2024-06-03 22:41:07+00:00,-6.38723,105.79484333333333,0.1,0.00394171913797821,24.033333333333335
2024-06-06 07:25:11+00:00,-6.384643333333333,105.79445833333334,0.1,2024-06-06 07:31:11+00:00,-6.38467,105.794445,0.0,0.003297369497672512,6.0
2024-06-06 08:13:12+00:00,-6.38457,105.79467666666666,0.0,2024-06-06 08:31:11+00:00,-6.384575,105.794715,0.0,0.004276851307267115,17.983333333333334
2024-06-06 19:45:01+00:00,-6.399286666666667,105.81850666666666,0.0,2024-06-06 20:13:14+00:00,-6.399301666666667,105.818515,0.0,0.0018977948261016421,28.216666666666665
2024-06-06 20:13:14+00:00,-6.399301666666667,105.818515,0.0,2024-06-06 20:37:41+00:00,-6.399315,105.81852166666667,0.1,0.0016486761081566754,24.45
2024-06-08 00:12:49+00:00,-6.399236666666667,105.81851833333333,0.0,2024-06-08 00:36:50+00:00,-6.39923,105.81851833333333,0.0,0.00073725380195332,24.016666666666666
2024-06-08 02:39:51+00:00,-6.399216666666667,105.81855333333333,0.0,2024-06-08 03:00:51+00:00,-6.399208333333333,105.81856,0.0,0.0011803586860061753,21.0
2024-06-11 06:53:06+00:00,-6.49925,105.72991,0.1,2024-06-11 07:17:04+00:00,-6.499328333333334,105.72986,0.1,0.010277611102654394,23.966666666666665
2024-06-11 07:17:04+00:00,-6.499328333333334,105.72986,0.1,2024-06-11 07:35:05+00:00,-6.4994233333333336,105.729905,0.1,0.011625341620712333,18.016666666666666
2024-06-11 08:29:05+00:00,-6.499306666666667,105.729845,0.0,2024-06-11 08:32:06+00:00,-6.499286666666666,105.729835,0.0,0.0024729249351180833,3.0166666666666666
2024-06-11 09:14:04+00:00,-6.498955,105.73000833333333,0.2,2024-06-11 09:35:08+00:00,-6.498841666666666,105.730185,0.0,0.023214912949903382,21.066666666666666
2024-06-12 15:24:38+00:00,-6.384153333333333,105.79698,0.1,2024-06-12 15:45:38+00:00,-6.38406,105.79688833333333,0.0,0.014470068724353524,21.0
2024-06-12 20:42:45+00:00,-6.384451666666667,105.796285,0.1,2024-06-12 21:06:42+00:00,-6.384445,105.79631833333333,0.1,0.0037607623105172876,23.95
2024-06-14 05:54:53+00:00,-6.385206666666667,105.79662666666667,0.0,2024-06-14 06:12:52+00:00,-6.385215,105.79664333333334,0.0,0.00206136432268584,17.983333333333334
2024-06-14 10:54:55+00:00,-6.384593333333333,105.79768833333334,0.1,2024-06-14 11:06:55+00:00,-6.384591666666667,105.79768666666666,0.0,0.0002607122306006224,12.0
2024-06-15 07:25:03+00:00,-6.384795,105.79778333333333,0.0,2024-06-15 07:31:06+00:00,-6.384833333333333,105.79777833333333,0.1,0.004275145700413845,6.05
2024-06-15 09:22:04+00:00,-6.384765,105.79775166666667,0.0,2024-06-15 09:31:05+00:00,-6.384865,105.79775166666667,0.0,0.01105880084492631,9.016666666666667
2024-06-15 14:25:10+00:00,-6.384041666666667,105.79710833333333,0.2,2024-06-15 14:40:09+00:00,-6.384055,105.79711666666667,0.1,0.0017390107381383677,14.983333333333333
2024-06-15 17:19:08+00:00,-6.384026666666666,105.79711833333333,0.2,2024-06-15 17:31:10+00:00,-6.384053333333333,105.79688666666667,0.3,0.025799255942632365,12.033333333333333
2024-06-15 19:19:14+00:00,-6.384011666666667,105.79698333333333,0.1,2024-06-15 19:31:13+00:00,-6.384005,105.79693333333333,0.2,0.0055806024441049954,11.983333333333333
2024-06-16 10:46:17+00:00,-6.384426666666666,105.79752333333333,0.0,2024-06-16 11:04:16+00:00,-6.384371666666667,105.79749833333334,0.1,0.006681672545980632,17.983333333333334
2024-06-16 16:19:23+00:00,-6.384768333333334,105.79775333333333,0.0,2024-06-16 16:37:19+00:00,-6.38483,105.79775166666667,0.0,0.006822086169774893,17.933333333333334
2024-06-16 16:37:19+00:00,-6.38483,105.79775166666667,0.0,2024-06-16 17:01:22+00:00,-6.38478,105.79778,0.1,0.0063561076238173525,24.05
2024-06-16 23:48:57+00:00,-6.397851666666667,105.818705,0.0,2024-06-17 00:11:09+00:00,-6.39784,105.81870333333333,0.0,0.0013033029125430382,22.2
2024-06-17 00:11:09+00:00,-6.39784,105.81870333333333,0.0,2024-06-17 00:30:09+00:00,-6.397826666666667,105.81870333333333,0.1,0.0014745075235540707,19.0
2024-06-17 00:43:27+00:00,-6.38441,105.79650666666667,0.2,2024-06-17 01:07:23+00:00,-6.3839966666666665,105.79701333333334,0.1,0.0723289438149521,23.933333333333334
2024-06-17 01:07:23+00:00,-6.3839966666666665,105.79701333333334,0.1,2024-06-17 01:31:25+00:00,-6.384016666666667,105.79678333333334,0.3,0.02554171144044656,24.033333333333335
