mmsi,vessel_type
525203013,Patrol Vessel
636016417,Container Ship
525014078,UNKNOWN
525012086,NOT_FOUND
14045,NOT_FOUND
525500028,UNKNOWN
61911533,NOT_FOUND
525300155,Cement Carrier
271042868,Bulk Carrier
525023329,General Cargo Ship
525432111,UNKNOWN
525021403,UNKNOWN
525601525,UNKNOWN
525601168,UNKNOWN
525500404,Utility Vessel
356444000,Bulk Carrier
525900918,UNKNOWN
353924000,Bulk Carrier
525018154,Bunkering Tanker
525109009,Chemical/Oil Products Tanker
538009734,Vehicles Carrier
525021119,Oil Products Tanker
525001115,UNKNOWN
525700357,UNKNOWN
525501781,UNKNOWN
525700038,UNKNOWN
525500315,UNKNOWN
525015300,General Cargo Ship
525021282,Landing Craft
431810000,Bulk Carrier
525009325,NOT_FOUND
525125001,Container Ship
352001358,Bulk Carrier
525300233,UNKNOWN
525022168,Tug
312856000,General Cargo Ship
525025076,Container Ship
511100407,Oil Products Tanker
235089901,Bulk Carrier
306157000,NOT_FOUND
525013029,Container Ship
477056600,Container Ship
525200652,Landing Craft
525300496,UNKNOWN
525020416,UNKNOWN
477733900,Chemical/Oil Products Tanker
533000819,Tug
525900192,UNKNOWN
525003343,Offshore Tug/Supply Ship
525007176,Utility Vessel
352003023,Bulk Carrier
525009077,Chemical/Oil Products Tanker
525022279,Tug
525100407,General Cargo Ship
372305000,Bulk Carrier
636022820,Wood Chips Carrier
525020032,UNKNOWN
525003069,UNKNOWN
356680000,Bulk Carrier
525003527,UNKNOWN
525100889,Container Ship
525121063,Deck Cargo Ship
525015993,Vehicles Carrier
538008868,Bulk Carrier
525022187,General Cargo Ship
477493700,Chemical/Oil Products Tanker
477257600,Bulk Carrier
525001003,UNKNOWN
525501944,UNKNOWN
636014974,Chemical/Oil Products Tanker
525884000,UNKNOWN
636019863,Container Ship
525202100,UNKNOWN
229945000,Container Ship
477736700,General Cargo Ship
525012144,Bunkering Tanker
525006001,General Cargo Ship
636022799,Container Ship
525010166,Offshore Tug/Supply Ship
525018344,Oil Products Tanker
440338000,Vehicles Carrier
525101053,Buoy/Lighthouse Vessel
525500686,UNKNOWN
311000760,LNG Tanker
525301507,UNKNOWN
525831317,UNKNOWN
525020237,NOT_FOUND
525400226,UNKNOWN
525500770,UNKNOWN
303530000,Vehicles Carrier
563080900,Chemical/Oil Products Tanker
525019537,UNKNOWN
525600472,UNKNOWN
538008189,Bulk Carrier
414906000,Container Ship
525003374,General Cargo Ship
525001050,Buoy/Lighthouse Vessel
518998535,NOT_FOUND
352467000,Wood Chips Carrier
525016216,UNKNOWN
525501104,General Cargo Ship
525401115,UNKNOWN
525800261,UNKNOWN
525019561,Landing Craft
210461000,General Cargo Ship
353877000,Bulk Carrier
525101950,UNKNOWN
525000018,UNKNOWN
352835000,General Cargo Ship
525016299,Passenger Ship
370844000,Bulk Carrier
563081800,General Cargo Ship
525019101,Container Ship
356916000,Crude Oil Tanker
538005476,Chemical/Oil Products Tanker
525600499,Oil Products Tanker
525005203,UNKNOWN
538008388,Bulk Carrier
372627000,Vehicles Carrier
525600555,UNKNOWN
525024363,Landing Craft
525003166,Offshore Tug/Supply Ship
374345000,LPG Tanker
525800941,UNKNOWN
525101470,Container Ship
525013021,Container Ship
525015536,Container Ship
705777636,NOT_FOUND
414595000,Bulk Carrier
477745500,Container Ship
525501436,UNKNOWN
477738800,Container Ship
477103700,General Cargo Ship
525005204,UNKNOWN
354432000,Bulk Carrier
525024389,UNKNOWN
525018307,Landing Craft
563040700,Bulk Carrier
356612000,Bulk Carrier
538008994,Bulk Carrier
525601654,Container Ship
525015892,UNKNOWN
525021245,Tug
477351200,Bulk Carrier
525000360,UNKNOWN
525400730,UNKNOWN
538006474,Bulk Carrier
503132278,NOT_FOUND
525104011,Tug
525018228,Landing Craft
525300841,UNKNOWN
636021536,Vehicles Carrier
525200101,UNKNOWN
525019463,Landing Craft
477009000,Chemical/Oil Products Tanker
525018005,Urea Carrier
566785000,NOT_FOUND
525100212,UNKNOWN
525023380,Chemical/Oil Products Tanker
212482000,Bulk Carrier
525602547,NOT_FOUND
525104085,Tug
525021452,Bulk Carrier
525016503,General Cargo Ship
525301714,Chemical/Oil Products Tanker
525018038,Tug
352001853,Bulk Carrier
525101048,UNKNOWN
1,NOT_FOUND
525100901,UNKNOWN
229099000,LNG Tanker
525010155,General Cargo Ship
525009271,UNKNOWN
352002533,General Cargo Ship
447089000,Crude Oil Tanker
525022357,General Cargo Ship
525025049,Container Ship
525015987,UNKNOWN
413398440,Chemical/Oil Products Tanker
525300287,NOT_FOUND
525301198,UNKNOWN
538009052,Bulk Carrier
355438000,General Cargo Ship
525018427,Oil Products Tanker
525400691,UNKNOWN
525115028,UNKNOWN
600013781,NOT_FOUND
477694900,Bulk Carrier
525401632,UNKNOWN
636020190,NOT_FOUND
355456000,Bulk Carrier
525701118,UNKNOWN
538011043,Crude Oil Tanker
440150000,Chemical/Oil Products Tanker
525119184,Crude Oil Tanker
563140500,Bulk Carrier
600013019,UNKNOWN
525004093,UNKNOWN
525100746,Landing Craft
352001168,Container Ship
477728300,Bulk Carrier
374155000,Bulk Carrier
636093212,Container Ship
525015924,Container Ship
525601948,UNKNOWN
370637000,Chemical/Oil Products Tanker
525601698,UNKNOWN
525014084,UNKNOWN
525021323,Oil Products Tanker
538005770,Chemical/Oil Products Tanker
525019510,Container Ship
477716700,Bulk Carrier
525119111,Crude Oil Tanker
525025077,General Cargo Ship
563189900,Wood Chips Carrier
566869000,Bulk Carrier
354250000,NOT_FOUND
525018355,UNKNOWN
375053000,NOT_FOUND
477723100,Oil Products Tanker
564558000,Bulk Carrier
370194000,Bulk Carrier
538009029,Bulk Carrier
525012157,UNKNOWN
525005325,Passenger/Ro-Ro Cargo Ship
525011021,UNKNOWN
563172900,Bulk Carrier
525007755,NOT_FOUND
525101385,UNKNOWN
354555000,LPG Tanker
636014220,Container Ship
564300000,Chemical/Oil Products Tanker
525016578,NOT_FOUND
477036600,Container Ship
525201847,UNKNOWN
525023395,UNKNOWN
525015931,Container Ship
525019672,Offshore Tug/Supply Ship
405000116,Bulk Carrier
525007314,Oil Products Tanker
525114058,General Cargo Ship
525601850,UNKNOWN
525006267,UNKNOWN
525300212,UNKNOWN
525019465,Container Ship
525200078,General Cargo Ship
525601225,General Cargo Ship
563096800,Oil Products Tanker
538006356,Crude Oil Tanker
525015981,NOT_FOUND
636022414,Bulk Carrier
525501643,UNKNOWN
525800528,UNKNOWN
525301109,UNKNOWN
563140200,LPG Tanker
228421600,LNG Tanker
477424900,Bulk Carrier
525005334,Utility Vessel
525022385,UNKNOWN
352003833,NOT_FOUND
636017440,Container Ship
525601528,UNKNOWN
352004002,Chemical/Oil Products Tanker
636021071,Bulk Carrier
416037000,Container Ship
525010318,Tug
525010340,Supply Tender
229648000,Container Ship
354964000,Bulk Carrier
525900694,UNKNOWN
372856000,Vehicles Carrier
352003432,Bulk Carrier
525500524,UNKNOWN
525006127,NOT_FOUND
525015022,UNKNOWN
525010189,UNKNOWN
525000001,Tug
256150000,Container Ship
525501479,Anchor Hoy
525701460,Tug
525300973,UNKNOWN
253651000,Livestock Carrier
525010306,UNKNOWN
636022887,Bulk Carrier
636017061,NOT_FOUND
636023874,Container Ship
525015171,General Cargo Ship
525400538,UNKNOWN
525501220,Tug
477044300,Heavy Load Carrier
636019690,Bulk Carrier
525101908,UNKNOWN
525004138,Chemical/Oil Products Tanker
538004854,Oil Products Tanker
525003645,UNKNOWN
525301720,UNKNOWN
525120024,Bulk Carrier
525100379,UNKNOWN
353900000,Bulk Carrier
525200247,UNKNOWN
525501188,UNKNOWN
525012399,UNKNOWN
525018051,NOT_FOUND
352001363,Container Ship
373630000,Vehicles Carrier
525500689,UNKNOWN
525100261,Bulk Carrier
525500156,UNKNOWN
525011054,Tug
525016597,UNKNOWN
636020130,Chemical/Oil Products Tanker
525019274,Container Ship
636020781,Container Ship
525300346,UNKNOWN
538010837,Container Ship
525700195,UNKNOWN
477798200,Container Ship
525021122,UNKNOWN
477581500,Chemical/Oil Products Tanker
353931000,Wood Chips Carrier
525021209,UNKNOWN
563222500,Bulk Carrier
538005112,Container Ship
525401281,LNG Tanker
525500240,General Cargo Ship
352003856,Bulk Carrier
525005321,General Cargo Ship
477023300,Bulk Carrier
525100331,UNKNOWN
525108023,Oil Products Tanker
636022078,Container Ship
538007489,Bulk Carrier
525301169,General Cargo Ship
525003511,Bulk Carrier
477793300,Bulk Carrier
525007028,Chemical/Oil Products Tanker
241766000,LNG Tanker
525009351,General Cargo Ship
525023223,General Cargo Ship
525500060,UNKNOWN
477744200,Container Ship
311000317,General Cargo Ship
525023208,UNKNOWN
525021173,UNKNOWN
525010307,General Cargo Ship
564189000,Oil Products Tanker
525401524,UNKNOWN
232038917,UNKNOWN
566594000,Bulk Carrier
525800280,UNKNOWN
525006139,UNKNOWN
525007286,UNKNOWN
525023328,UNKNOWN
636017509,Bulk Carrier
525119099,Oil Products Tanker
244620052,General Cargo Ship
525501555,UNKNOWN
229736000,Container Ship
525119052,Oil Products Tanker
352001081,LPG Tanker
525500529,UNKNOWN
566763000,Chemical/Oil Products Tanker
525008045,Oil Products Tanker
352003736,Bulk Carrier
636019018,NOT_FOUND
525500685,UNKNOWN
525003367,UNKNOWN
525501103,General Cargo Ship
525015173,General Cargo Ship
563133500,Container Ship
563111400,Wood Chips Carrier
374674000,General Cargo Ship
525008065,Oil Products Tanker
538006103,Bulk Carrier
525201290,UNKNOWN
538009697,NOT_FOUND
636020265,Container Ship
525301513,Tug
525501731,UNKNOWN
525300808,NOT_FOUND
255805979,General Cargo Ship
563226800,Container Ship
255802470,Container Ship
525800998,UNKNOWN
525200500,UNKNOWN
525900430,UNKNOWN
525003196,UNKNOWN
525003475,UNKNOWN
525007062,UNKNOWN
525400459,UNKNOWN
525501418,Bulk Carrier
525800578,UNKNOWN
525020352,UNKNOWN
525100896,General Cargo Ship
525709283,General Cargo Ship
525100303,UNKNOWN
525301845,Container Ship
352003010,General Cargo Ship
525601013,Tug
563037700,Bitumen Tanker
311000134,Chemical/Oil Products Tanker
538010567,LNG Tanker
525119073,LPG Tanker
525401862,UNKNOWN
525301126,UNKNOWN
525012334,UNKNOWN
525020394,General Cargo Ship
548757000,General Cargo Ship
525401581,Tug
240001043,NOT_FOUND
564149000,Chemical/Oil Products Tanker
525300001,UNKNOWN
311009200,Chemical/Oil Products Tanker
525401163,Tug
525012075,Tug
525400073,UNKNOWN
525100053,UNKNOWN
477809400,Container Ship
636022841,Vehicles Carrier
636023466,Bulk Carrier
525600491,UNKNOWN
414678000,General Cargo Ship
563155900,LPG Tanker
526250218,NOT_FOUND
930278796,NOT_FOUND
636093218,Bulk Carrier
525900369,UNKNOWN
235111726,Bulk Carrier
525019557,NOT_FOUND
525001191,UNKNOWN
538011173,Bulk Carrier
228434800,Crude Oil Tanker
525023125,UNKNOWN
354544000,NOT_FOUND
525024277,UNKNOWN
636022900,NOT_FOUND
219533000,Container Ship
525119096,Platform
525113011,Bulk Carrier
123456789,NOT_FOUND
525004086,General Cargo Ship
525500510,UNKNOWN
525601271,UNKNOWN
525600302,Tug
538007011,Bulk Carrier
525600494,UNKNOWN
525401639,UNKNOWN
351809000,Bulk Carrier
525003593,Bunkering Tanker
525019100,Container Ship
419001882,Bulk Carrier
636021720,Bulk Carrier
353201000,Container Ship
525014081,UNKNOWN
311000519,Bulk Carrier
525301322,UNKNOWN
356382000,NOT_FOUND
525003759,Vehicles Carrier
352650000,Bulk Carrier
525014026,UNKNOWN
352001206,Bulk Carrier
256709000,Bulk Carrier
525400025,UNKNOWN
525401494,UNKNOWN
525020227,UNKNOWN
525023396,UNKNOWN
525119060,Cement Carrier
525300420,UNKNOWN
567303000,Container Ship
636022742,Bulk Carrier
477636100,Bulk Carrier
525601028,UNKNOWN
255915674,Container Ship
636021544,Crude Oil Tanker
525401813,Tug
525125040,NOT_FOUND
525300353,UNKNOWN
372875000,Bulk Carrier
310847000,Bulk Carrier
525103010,Oil Products Tanker
241670000,LNG Tanker
525200411,Tug
525011160,UNKNOWN
538006749,Bulk Carrier
563046600,Crude Oil Tanker
525019590,UNKNOWN
636021280,Bulk Carrier
265012000,Vehicles Carrier
563406000,Chemical/Oil Products Tanker
563189600,LNG Tanker
538007182,Bulk Carrier
256604000,Container Ship
525015699,Offshore Tug/Supply Ship
538005156,Bulk Carrier
525600253,UNKNOWN
525201768,Tug
255804350,Container Ship
538010656,Bulk Carrier
373485000,Container Ship
371247000,Bulk Carrier
525018407,UNKNOWN
525006306,UNKNOWN
538002934,Bulk Carrier
257084660,Chemical/Oil Products Tanker
538009850,Crude Oil Tanker
525005005,Passenger Ship
525400122,UNKNOWN
525019603,NOT_FOUND
413696980,Bulk Carrier
538009596,NOT_FOUND
563104100,Chemical/Oil Products Tanker
215503000,LNG Tanker
525200097,Oil Products Tanker
271042638,Bulk Carrier
525101720,UNKNOWN
477958300,Container Ship
354689000,Bulk Carrier
477832300,Container Ship
371324000,Bulk Carrier
352003590,Bulk Carrier
351849000,Bulk Carrier
352003464,Oil Products Tanker
525020090,UNKNOWN
525015009,UNKNOWN
525016212,General Cargo Ship
538003035,Container Ship
636017423,General Cargo Ship
525200005,Tug
525401141,UNKNOWN
563063200,LNG Tanker
525501474,Passenger/Ro-Ro Cargo Ship
256766000,NOT_FOUND
229824000,Container Ship
563111100,Container Ship
219420000,Chemical/Oil Products Tanker
636023070,Bulk Carrier
636015930,Container Ship
525601581,UNKNOWN
525008007,Oil Products Tanker
525301360,UNKNOWN
352003339,Crude Oil Tanker
538008755,Container Ship
525023397,UNKNOWN
525501850,UNKNOWN
246263000,General Cargo Ship
525012030,UNKNOWN
525501179,UNKNOWN
305710000,Bulk Carrier
525019591,UNKNOWN
636016728,Oil Products Tanker
636015585,Bulk Carrier
525006161,UNKNOWN
525115026,UNKNOWN
574000650,Bulk Carrier
999999999,NOT_FOUND
566545000,Bulk Carrier
525016752,UNKNOWN
352001496,Bulk Carrier
538006056,NOT_FOUND
525010071,UNKNOWN
413376840,Chemical/Oil Products Tanker
563418000,Refrigerated Cargo Ship
636020495,Container Ship
396611276,NOT_FOUND
228427800,Crude Oil Tanker
525300869,UNKNOWN
525016250,UNKNOWN
525400803,UNKNOWN
413379290,Research Vessel
525900854,UNKNOWN
636017455,NOT_FOUND
525200249,UNKNOWN
305081000,General Cargo Ship
525501695,Tug
636018603,Container Ship
525117013,UNKNOWN
563151300,NOT_FOUND
525200663,UNKNOWN
525600429,UNKNOWN
525019670,Cement Carrier
248092000,Bulk Carrier
351458000,Chemical Tanker
525500617,UNKNOWN
525800237,UNKNOWN
525201562,UNKNOWN
523492377,NOT_FOUND
842259710,NOT_FOUND
525005131,UNKNOWN
636019099,Chemical/Oil Products Tanker
353847000,Bulk Carrier
525300449,UNKNOWN
440034000,Chemical/Oil Products Tanker
477100200,Chemical/Oil Products Tanker
636019442,Bulk Carrier
374816000,LNG Tanker
525016534,UNKNOWN
525100838,UNKNOWN
352980821,NOT_FOUND
525015898,UNKNOWN
354130000,NOT_FOUND
372643000,General Cargo Ship
538003956,NOT_FOUND
565307000,Chemical/Oil Products Tanker
525501442,UNKNOWN
525018461,General Cargo Ship
525601116,General Cargo Ship
477714100,NOT_FOUND
402047629,NOT_FOUND
525020092,UNKNOWN
525300656,UNKNOWN
525019615,UNKNOWN
351609000,Vehicles Carrier
525001149,Livestock Carrier
636015142,Oil Products Tanker
636015917,Bulk Carrier
525100330,UNKNOWN
538010910,Bulk Carrier
525119074,Oil Products Tanker
525201874,Tug
525100241,Crude Oil Tanker
511101344,NOT_FOUND
229697000,Bulk Carrier
525701439,Passenger/Ro-Ro Cargo Ship
525800345,UNKNOWN
440018000,LPG Tanker
525300458,UNKNOWN
636021419,NOT_FOUND
574014638,General Cargo Ship
525113032,Bulk Carrier
525121008,LPG Tanker
525700134,UNKNOWN
525101413,Bulk Carrier
525100485,UNKNOWN
525018042,UNKNOWN
205761000,NOT_FOUND
636020769,Container Ship
525400756,UNKNOWN
525100319,UNKNOWN
525100193,UNKNOWN
477700900,Bulk Carrier
538008341,Bulk Carrier
525019598,General Cargo Ship
525301636,UNKNOWN
525400588,UNKNOWN
355706000,Bulk Carrier
477664200,Bulk Carrier
525101704,UNKNOWN
525023368,UNKNOWN
525012108,UNKNOWN
525500379,UNKNOWN
525015427,Bunkering Tanker
525200376,UNKNOWN
477588800,Container Ship
525200597,UNKNOWN
374536000,General Cargo Ship
538009500,NOT_FOUND
525601808,UNKNOWN
247080200,Vehicles Carrier
636020429,NOT_FOUND
636023442,Bulk Carrier
352003726,General Cargo Ship
525003423,UNKNOWN
353812000,LPG Tanker
636021011,Container Ship
636020010,Bulk Carrier
563228400,Bulk Carrier
525201923,Tug
636023685,Bulk Carrier
525010357,UNKNOWN
352001196,General Cargo Ship
525600393,UNKNOWN
525024171,Tug
525301357,UNKNOWN
477023500,Bulk Carrier
525301372,UNKNOWN
538007456,Bulk Carrier
525200017,UNKNOWN
525022090,UNKNOWN
525018062,UNKNOWN
538009668,Chemical/Oil Products Tanker
525601677,UNKNOWN
355980000,Bulk Carrier
414469000,Crude Oil Tanker
241815000,Crude Oil Tanker
525500798,UNKNOWN
630001120,NOT_FOUND
525200327,UNKNOWN
525113159,NOT_FOUND
477735800,General Cargo Ship
525601801,UNKNOWN
525501642,UNKNOWN
354996000,Chemical/Oil Products Tanker
525020075,Container Ship
525200383,UNKNOWN
353205000,Bulk Carrier
525119109,Oil Products Tanker
477638800,General Cargo Ship
256376000,LNG Tanker
525015858,UNKNOWN
525401540,Tug
525601637,UNKNOWN
538009611,Research Vessel
525701453,Bulk Carrier
525401047,LPG Tanker
533061100,Chemical/Oil Products Tanker
538005440,LPG Tanker
636019957,LPG Tanker
636021991,Container Ship
310731000,LNG Tanker
352003691,Bulk Carrier
525290672,Container Ship
352468000,Bulk Carrier
477947300,Bulk Carrier
477108300,Chemical/Oil Products Tanker
525900876,UNKNOWN
477521300,Container Ship
477632200,Oil Products Tanker
525101885,NOT_FOUND
636021400,Container Ship
525300120,UNKNOWN
525024027,UNKNOWN
525400194,UNKNOWN
563078600,Bulk Carrier
525300237,General Cargo Ship
370763000,General Cargo Ship
538011123,Bulk Carrier
414474000,Crude Oil Tanker
525015648,Oil Products Tanker
371052000,General Cargo Ship
563207200,Bulk Carrier
525701086,UNKNOWN
477593600,Container Ship
525101771,UNKNOWN
431912000,Vehicles Carrier
525867041,Landing Craft
525006227,UNKNOWN
370797000,Bulk Carrier
525200351,UNKNOWN
538010238,Crude Oil Tanker
525201415,UNKNOWN
636019832,Bulk Carrier
525012131,UNKNOWN
538010046,Container Ship
247276600,Bulk Carrier
574000870,Bulk Carrier
525019360,General Cargo Ship
525007175,UNKNOWN
413368000,NOT_FOUND
477866200,Container Ship
371521000,Chemical/Oil Products Tanker
636015613,Bulk Carrier
525201455,Ro-Ro Cargo Ship
352001582,General Cargo Ship
525601936,Tug
525401731,UNKNOWN
357482000,General Cargo Ship
352978215,General Cargo Ship
477717300,Bulk Carrier
249253000,Container Ship
525301368,Tug
525501900,Tug
525120012,Bulk Carrier
525018256,UNKNOWN
525003097,UNKNOWN
525024060,NOT_FOUND
477932400,Chemical/Oil Products Tanker
636015353,Bulk Carrier
352003309,Oil Products Tanker
241298000,Vehicles Carrier
525016749,Crew Boat
518998518,UNKNOWN
477628300,Bulk Carrier
431570000,Wood Chips Carrier
413187000,Bulk Carrier
525006379,Landing Craft
538007227,Bulk Carrier
525900985,Oil Products Tanker
525020066,UNKNOWN
636018650,Bulk Carrier
241827000,Crude Oil Tanker
356215000,Livestock Carrier
636018563,Container Ship
600013647,NOT_FOUND
525012294,UNKNOWN
374374000,Bulk Carrier
636017816,Bulk Carrier
636014590,Container Ship
431041000,Wood Chips Carrier
525900878,UNKNOWN
538007025,Bulk Carrier
477950700,NOT_FOUND
525018456,UNKNOWN
636022554,Bulk Carrier
413377080,NOT_FOUND
477234700,Bulk Carrier
352980804,Bulk Carrier
525023359,UNKNOWN
477950200,Bulk Carrier
636021661,Bulk Carrier
525018048,Tug
538006759,Bulk Carrier
477739400,Bulk Carrier
255806189,Heavy Load Carrier
310800000,LNG Tanker
13788093,NOT_FOUND
525401650,UNKNOWN
232012553,Bulk Carrier
525201942,Cement Carrier
538010892,Crude Oil Tanker
477746100,Bulk Carrier
563119800,Bulk Carrier
352001155,General Cargo Ship
525881122,General Cargo Ship
525020240,UNKNOWN
565780000,Container Ship
525800413,UNKNOWN
477708700,Bulk Carrier
215988000,Crude Oil Tanker
356905000,Chemical/Oil Products Tanker
373267000,Bulk Carrier
525201242,UNKNOWN
525020255,UNKNOWN
574936000,General Cargo Ship
265827240,Vehicles Carrier
525021299,Tug
538010070,Bulk Carrier
525022290,UNKNOWN
124563654,NOT_FOUND
563108100,Chemical/Oil Products Tanker
667002277,NOT_FOUND
538007557,NOT_FOUND
259805000,Vehicles Carrier
354909000,Bulk Carrier
525701408,UNKNOWN
212433000,Container Ship
525601780,Chemical/Oil Products Tanker
538007779,NOT_FOUND
477203800,Bulk Carrier
576367707,UNKNOWN
525500329,General Cargo Ship
525700157,UNKNOWN
564079000,Livestock Carrier
477390300,Container Ship
525401617,UNKNOWN
525200293,Landing Craft
525300284,UNKNOWN
477276800,Bulk Carrier
525023175,Landing Craft
538009157,Chemical/Oil Products Tanker
538009526,Bulk Carrier
525401071,Cement Carrier
525700395,UNKNOWN
525016241,UNKNOWN
525011121,Oil Products Tanker
538010206,Bulk Carrier
563047100,Chemical/Oil Products Tanker
538009738,Bulk Carrier
405000129,Bulk Carrier
525500012,UNKNOWN
525021058,UNKNOWN
518998991,NOT_FOUND
525601039,Tug
249011000,Vehicles Carrier
525020384,UNKNOWN
525500148,UNKNOWN
351616000,Oil Products Tanker
525301181,UNKNOWN
440093000,Vehicles Carrier
525800184,UNKNOWN
352898761,Bulk Carrier
563108400,Chemical/Oil Products Tanker
351178000,Bulk Carrier
525024025,UNKNOWN
311062800,NOT_FOUND
525113035,Container Ship
477091800,Bulk Carrier
525300987,Tug
413527660,Bitumen Tanker
247485200,Container Ship
563050300,Container Ship
566358000,Bulk Carrier
525015360,Container Ship
412379370,Chemical/Oil Products Tanker
563189100,LNG Tanker
636093255,LPG Tanker
538004967,Chemical/Oil Products Tanker
525006206,UNKNOWN
525009302,UNKNOWN
525300857,UNKNOWN
370220000,General Cargo Ship
525117023,UNKNOWN
574413000,General Cargo Ship
525020427,UNKNOWN
525020168,Passenger/Ro-Ro Cargo Ship
525701031,UNKNOWN
525100008,Oil Products Tanker
525500520,UNKNOWN
636017719,Bulk Carrier
525117011,UNKNOWN
525301525,Tug
572456220,Chemical/Oil Products Tanker
355446000,Wood Chips Carrier
352001757,Crude Oil Tanker
477797300,Chemical/Oil Products Tanker
538009094,Bulk Carrier
525501780,UNKNOWN
477087800,Bulk Carrier
525201409,UNKNOWN
525800646,UNKNOWN
525701395,UNKNOWN
525119194,LPG Tanker
413465180,NOT_FOUND
636021240,Bulk Carrier
538009464,Chemical/Oil Products Tanker
563222900,LNG Tanker
351571000,Container Ship
563192200,Wood Chips Carrier
525500128,UNKNOWN
525301024,UNKNOWN
371964000,Vehicles Carrier
440145000,Chemical/Oil Products Tanker
525021117,UNKNOWN
525000055,UNKNOWN
525006300,UNKNOWN
525022073,UNKNOWN
525117014,UNKNOWN
636022578,LPG Tanker
538008031,Bulk Carrier
538010818,Chemical/Oil Products Tanker
525301957,UNKNOWN
525018157,UNKNOWN
525020383,UNKNOWN
525300146,NOT_FOUND
563632000,General Cargo Ship
525111111,UNKNOWN
525500788,NOT_FOUND
525003210,UNKNOWN
525101737,UNKNOWN
636017026,Bitumen Tanker
525021080,UNKNOWN
525400742,UNKNOWN
525005055,Passenger/Ro-Ro Cargo Ship
373124000,Vehicles Carrier
477714600,NOT_FOUND
525701276,UNKNOWN
525005121,UNKNOWN
477010800,General Cargo Ship
305803000,General Cargo Ship
357389000,Wood Chips Carrier
563198500,Container Ship
477856300,Bulk Carrier
525019623,Offshore Tug/Supply Ship
525900354,UNKNOWN
311060500,Container Ship
525003242,Tug
636093243,Bulk Carrier
457900760,General Cargo Ship
525204016,UNKNOWN
370577000,General Cargo Ship
219031430,Bulk Carrier
305517000,Container Ship
525701052,Chemical Tanker
636021671,General Cargo Ship
352003967,Bulk Carrier
232006301,LNG Tanker
477045700,General Cargo Ship
310469000,LNG Tanker
525100190,UNKNOWN
253650000,Livestock Carrier
219490000,Oil Products Tanker
525500191,UNKNOWN
525111110,UNKNOWN
566151000,NOT_FOUND
241124000,Bulk Carrier
548688000,Bulk Carrier
525024114,Landing Craft
525009338,UNKNOWN
525022110,NOT_FOUND
533180172,NOT_FOUND
525015399,Container Ship
355920000,Bulk Carrier
525015933,NOT_FOUND
431996000,Wood Chips Carrier
525401069,Chemical/Oil Products Tanker
525300706,General Cargo Ship
477413700,Bulk Carrier
526169592,NOT_FOUND
525016346,UNKNOWN
525100736,Chemical/Oil Products Tanker
525113005,Container Ship
525201846,UNKNOWN
352001216,LNG Tanker
477861700,Bulk Carrier
235113773,Chemical/Oil Products Tanker
525101627,UNKNOWN
525015265,UNKNOWN
525201168,Tug
625000000,UNKNOWN
525900711,Tug
525024125,UNKNOWN
525012285,UNKNOWN
525700298,UNKNOWN
538009352,Bulk Carrier
525016325,UNKNOWN
538007642,Bulk Carrier
525401599,Tug
525200732,UNKNOWN
351737000,Bulk Carrier
525500006,UNKNOWN
352002722,NOT_FOUND
353028000,General Cargo Ship
413296000,Offshore Support Vessel
525006364,UNKNOWN
525005281,Offshore Tug/Supply Ship
525401332,UNKNOWN
352929000,Vehicles Carrier
636015435,Bulk Carrier
538009379,Bulk Carrier
525006335,UNKNOWN
352002235,General Cargo Ship
256742000,LPG Tanker
525007206,UNKNOWN
525900986,NOT_FOUND
525900316,UNKNOWN
525113015,Bulk Carrier
636011186,Heavy Load Carrier
525300544,UNKNOWN
477168800,Bulk Carrier
353828869,NOT_FOUND
525808511,UNKNOWN
636022821,Wood Chips Carrier
625005383,NOT_FOUND
432664000,Vehicles Carrier
353360000,LPG Tanker
372546000,Livestock Carrier
574375000,General Cargo Ship
525114041,Oil Products Tanker
574365000,General Cargo Ship
525020136,UNKNOWN
525200931,UNKNOWN
477714200,Bulk Carrier
563204500,Bulk Carrier
525500408,UNKNOWN
525600775,UNKNOWN
414058000,Bulk Carrier
477985200,Oil Products Tanker
538006005,Chemical/Oil Products Tanker
210469000,Bulk Carrier
565440000,General Cargo Ship
525200873,UNKNOWN
525601806,UNKNOWN
525500958,UNKNOWN
351265000,General Cargo Ship
477735300,Bulk Carrier
636023383,Chemical/Oil Products Tanker
636017419,Bulk Carrier
525701252,Tug
352004046,Bulk Carrier
525020242,UNKNOWN
525200301,Bulk Carrier
525010300,UNKNOWN
525114045,UNKNOWN
525200748,Oil Products Tanker
525001014,UNKNOWN
352002552,Bulk Carrier
525600828,UNKNOWN
477410800,Bulk Carrier
525021347,UNKNOWN
636021349,Bulk Carrier
525400275,Oil Products Tanker
525200346,UNKNOWN
525500485,UNKNOWN
353191000,NOT_FOUND
525022225,UNKNOWN
563015700,Bulk Carrier
525300152,UNKNOWN
636022428,Bulk Carrier
525024271,Tug
525101049,UNKNOWN
525006197,UNKNOWN
525006281,Aggregates Carrier
441838000,General Cargo Ship
525501002,Tug
255806116,Container Ship
525002371,UNKNOWN
529953004,NOT_FOUND
525301868,UNKNOWN
525401680,UNKNOWN
477648200,Crude Oil Tanker
525300446,UNKNOWN
374643000,General Cargo Ship
525400187,UNKNOWN
525002050,UNKNOWN
246619000,General Cargo Ship
538008870,Bulk Carrier
248312000,Heavy Load Carrier
477547200,NOT_FOUND
574407000,General Cargo Ship
440345000,LPG Tanker
