mmsi,vessel_type
525015806,General Cargo Ship
525022099,UNKNOWN
525007169,UNKNOWN
525701006,Chemical/Oil Products Tanker
525500261,UNKNOWN
373570000,Bulk Carrier
563116200,Bulk Carrier
636019769,Bulk Carrier
563114700,Bulk Carrier
322415820,NOT_FOUND
636021464,Chemical/Oil Products Tanker
525700010,UNKNOWN
533170275,Tug
352002528,Crude Oil Tanker
926145672,NOT_FOUND
414213000,Crude Oil Tanker
241577000,Crude Oil Tanker
525301202,UNKNOWN
228079700,Crude Oil Tanker
525015646,UNKNOWN
525100890,UNKNOWN
356344000,Bulk Carrier
311000362,Bulk Carrier
403534000,Crude Oil Tanker
563165700,Bulk Carrier
525101143,Patrol Vessel
374705000,Bulk Carrier
825478284,NOT_FOUND
372828000,Wood Chips Carrier
524827599,NOT_FOUND
525006214,UNKNOWN
525601894,Tug
525019606,UNKNOWN
525401104,UNKNOWN
525701200,Tug
563077100,Bulk Carrier
525100139,UNKNOWN
574001800,General Cargo Ship
227793760,UNKNOWN
352002263,General Cargo Ship
563016600,Bulk Carrier
477473000,NOT_FOUND
525012239,UNKNOWN
477089300,Oil Products Tanker
525022220,Tug
73741823,NOT_FOUND
525021376,UNKNOWN
548974000,General Cargo Ship
419652000,Bulk Carrier
574264844,NOT_FOUND
538005992,Chemical/Oil Products Tanker
525113030,Bulk Carrier
859033292,NOT_FOUND
525201016,Tug
525015365,UNKNOWN
414467000,Crude Oil Tanker
636023045,Container Ship
352978235,General Cargo Ship
477886500,Bulk Carrier
525201443,UNKNOWN
525501302,UNKNOWN
525301919,UNKNOWN
538009151,LNG Tanker
311603000,Passenger (Cruise) Ship
574327000,General Cargo Ship
431573000,Vehicles Carrier
525016008,Oil Products Tanker
525008095,Oil Products Tanker
414726000,Training Ship
525111007,UNKNOWN
356832000,Bulk Carrier
636020155,Bulk Carrier
765980765,NOT_FOUND
357242000,General Cargo Ship
654878658,NOT_FOUND
525100886,UNKNOWN
636016151,Bulk Carrier
538008183,Bulk Carrier
431793000,Refrigerated Cargo Ship
210349000,Bulk Carrier
525300433,UNKNOWN
525500508,UNKNOWN
525018410,UNKNOWN
525200423,UNKNOWN
525016398,General Cargo Ship
525100178,UNKNOWN
535098079,NOT_FOUND
354744000,Container Ship
477899200,Bulk Carrier
525000000,Tug
525018249,UNKNOWN
477833200,Bulk Carrier
525401782,UNKNOWN
257248000,Vehicles Carrier
314835000,General Cargo Ship
525024239,Tug
525401050,UNKNOWN
353351000,Bulk Carrier
538007024,NOT_FOUND
636020348,Container Ship
377479000,Tug
370385000,General Cargo Ship
373291000,Bulk Carrier
525601981,UNKNOWN
413444430,Chemical/Oil Products Tanker
525003208,UNKNOWN
636019175,Chemical/Oil Products Tanker
414243000,Heavy Load Carrier
372895000,Bulk Carrier
525114126,UNKNOWN
352004201,General Cargo Ship
374243000,General Cargo Ship
525500030,UNKNOWN
525300359,UNKNOWN
525015774,UNKNOWN
525500208,UNKNOWN
525019505,UNKNOWN
636015989,Bulk Carrier
525100534,Chemical Tanker
636021432,General Cargo Ship
312303000,NOT_FOUND
525022142,UNKNOWN
319106900,Chemical/Oil Products Tanker
538002013,Bulk Carrier
636021545,Crude Oil Tanker
357840000,General Cargo Ship
538006003,NOT_FOUND
538008176,Bulk Carrier
538008263,Chemical/Oil Products Tanker
525600058,Tug
477141700,Heavy Load Carrier
525501777,General Cargo Ship
636023798,Bulk Carrier
636020337,NOT_FOUND
525100875,UNKNOWN
525005105,General Cargo Ship
352765000,Bulk Carrier
372772000,NOT_FOUND
232051421,Bulk Carrier
414665000,General Cargo Ship
353564000,Bulk Carrier
219212000,LPG Tanker
352003879,Bulk Carrier
636018825,Chemical/Oil Products Tanker
525401960,UNKNOWN
525018153,Tug
538010569,LNG Tanker
525003128,Oil Products Tanker
524553373,UNKNOWN
525101572,UNKNOWN
525200066,UNKNOWN
241267000,Bulk Carrier
636018826,General Cargo Ship
525015249,Bitumen Tanker
373350000,Bulk Carrier
477286200,Container Ship
525100264,UNKNOWN
352978272,Bulk Carrier
457900323,NOT_FOUND
352002135,Bulk Carrier
219626000,Chemical/Oil Products Tanker
371617000,General Cargo Ship
525401368,UNKNOWN
525001234,UNKNOWN
525024378,UNKNOWN
525006130,UNKNOWN
256938000,Container Ship
970023165,NOT_FOUND
525015756,Oil Products Tanker
970023164,NOT_FOUND
352003847,Bulk Carrier
525635000,UNKNOWN
525300700,UNKNOWN
525011083,NOT_FOUND
525002069,Passenger/Ro-Ro Cargo Ship
311029200,General Cargo Ship
352002184,Chemical/Oil Products Tanker
525701689,UNKNOWN
525004043,Tug
636020592,Bulk Carrier
525701523,UNKNOWN
563141900,Bulk Carrier
477696700,Bulk Carrier
525019652,Tug
356048000,General Cargo Ship
525500753,UNKNOWN
525700046,Bulk Carrier
414468000,Crude Oil Tanker
525800561,UNKNOWN
525023331,Aggregates Carrier
525018361,UNKNOWN
265021000,Vehicles Carrier
525500481,UNKNOWN
542720110,Container Ship
352001219,NOT_FOUND
525500009,UNKNOWN
255805785,NOT_FOUND
525019482,Ro-Ro Cargo Ship
209831000,Bulk Carrier
525200090,UNKNOWN
525201828,UNKNOWN
566281000,General Cargo Ship
563052300,Container Ship
525103006,Chemical/Oil Products Tanker
351907000,Bulk Carrier
235108531,Crude Oil Tanker
525001001,ERROR
305141000,General Cargo Ship
431697000,Bulk Carrier
636022818,Wood Chips Carrier
525900120,Oil Products Tanker
525300891,UNKNOWN
565648000,Bulk Carrier
352003281,NOT_FOUND
355040000,NOT_FOUND
288000000,UNKNOWN
354552000,Bulk Carrier
525012183,Tug
352001655,General Cargo Ship
351220000,Bulk Carrier
525015936,Tug
525600317,NOT_FOUND
403638000,Crude Oil Tanker
563478000,NOT_FOUND
525008989,NOT_FOUND
352003877,General Cargo Ship
538010482,Bulk Carrier
372976000,Bulk Carrier
352002938,General Cargo Ship
548810000,General Cargo Ship
538008866,Bulk Carrier
371163000,Bulk Carrier
215673000,Bulk Carrier
525400851,UNKNOWN
525701103,General Cargo Ship
525600873,UNKNOWN
525003320,UNKNOWN
636018335,Bulk Carrier
525016331,UNKNOWN
374923000,Bulk Carrier
431800000,Bulk Carrier
525015347,General Cargo Ship
574004620,NOT_FOUND
563206200,Chemical/Oil Products Tanker
525800122,UNKNOWN
414836000,Crude Oil Tanker
525501493,Tug
525019019,Container Ship
370093000,LPG Tanker
357399000,Wood Chips Carrier
310787000,LNG Tanker
413344550,Research Vessel
355496000,Bulk Carrier
525900151,UNKNOWN
525003294,UNKNOWN
525003305,General Cargo Ship
538005855,Bulk Carrier
441854000,Chemical/Oil Products Tanker
526068928,General Cargo Ship
525500154,UNKNOWN
525300417,UNKNOWN
241853000,LNG Tanker
525600360,General Cargo Ship
636016804,Bulk Carrier
525915390,NOT_FOUND
525020127,Oil Products Tanker
525015390,UNKNOWN
257791000,Bulk Carrier
525701629,Tug
373774000,Bulk Carrier
352654000,General Cargo Ship
210576000,Bulk Carrier
525006110,UNKNOWN
371670000,Bulk Carrier
525115062,UNKNOWN
525501248,UNKNOWN
352002222,General Cargo Ship
636022760,NOT_FOUND
636018217,Bulk Carrier
525022278,UNKNOWN
525600270,UNKNOWN
533003020,UNKNOWN
710015870,UNKNOWN
525024266,UNKNOWN
431546000,Vehicles Carrier
525601600,UNKNOWN
249386000,Bulk Carrier
235113778,Bulk Carrier
538009529,General Cargo Ship
412398000,General Cargo Ship
477153500,Chemical/Oil Products Tanker
372789000,Bulk Carrier
563174400,Bulk Carrier
525601177,UNKNOWN
100000000,NOT_FOUND
525005199,Oil Products Tanker
357028000,NOT_FOUND
525701630,Tug
525024278,Tug
533170751,UNKNOWN
311001188,Bulk Carrier
355287000,Bulk Carrier
525701018,UNKNOWN
374022000,LNG Tanker
353423000,Chemical/Oil Products Tanker
354643000,Bulk Carrier
525301655,UNKNOWN
636021065,Bulk Carrier
256819000,Bulk Carrier
636023450,Container Ship
525007404,UNKNOWN
525022060,General Cargo Ship
477286100,NOT_FOUND
525400542,Tug
525010171,UNKNOWN
525701699,Tug
538009861,Bulk Carrier
440295000,Chemical/Oil Products Tanker
351276000,Bulk Carrier
311000629,NOT_FOUND
525016230,UNKNOWN
477550600,Crude Oil Tanker
247376300,Vehicles Carrier
525020050,Oil Products Tanker
636022186,LPG Tanker
525202003,UNKNOWN
563471000,Container Ship
525300393,UNKNOWN
538006111,NOT_FOUND
525701216,UNKNOWN
477071900,Crude Oil Tanker
525023245,General Cargo Ship
525016482,UNKNOWN
311018800,General Cargo Ship
311000802,Bulk Carrier
563145400,Bulk Carrier
477463900,Oil Products Tanker
525400734,UNKNOWN
220634000,Chemical/Oil Products Tanker
432752000,Bulk Carrier
525501888,UNKNOWN
229263000,Container Ship
353185000,NOT_FOUND
538008025,Bulk Carrier
525120002,Bulk Carrier
525500589,UNKNOWN
525501153,LPG Tanker
525704422,UNKNOWN
636021920,Bulk Carrier
525401690,UNKNOWN
525900431,UNKNOWN
525201799,Work/Repair Vessel
525021065,UNKNOWN
563206600,Chemical/Oil Products Tanker
352003375,Bulk Carrier
370395000,Bulk Carrier
477058500,Oil Products Tanker
525018267,UNKNOWN
525601672,Tug
636014693,Bulk Carrier
538008891,Bulk Carrier
636092978,Bulk Carrier
241859000,Vehicles Carrier
51789224,NOT_FOUND
228451800,LNG Tanker
305126000,NOT_FOUND
413471590,Chemical/Oil Products Tanker
525010144,UNKNOWN
525501478,Offshore Tug/Supply Ship
636014224,Container Ship
525005197,UNKNOWN
538011133,Bulk Carrier
492900000,UNKNOWN
525401505,UNKNOWN
567463000,Bitumen Tanker
636013011,Bulk Carrier
525200004,UNKNOWN
525300431,UNKNOWN
525700111,UNKNOWN
525401713,Oil Products Tanker
352003587,General Cargo Ship
563092700,Bulk Carrier
636019355,Container Ship
574000180,Bulk Carrier
229488000,Container Ship
538008867,Bulk Carrier
256053000,Bulk Carrier
370876000,Bulk Carrier
441120000,NOT_FOUND
667001679,General Cargo Ship
413848000,Crude Oil Tanker
305706000,General Cargo Ship
636016376,LNG Tanker
548758000,Bulk Carrier
538010334,Bulk Carrier
525401142,UNKNOWN
232006324,Bulk Carrier
305719000,General Cargo Ship
636019234,Container Ship
636023417,LNG Tanker
525501904,UNKNOWN
994180116,NOT_FOUND
636021431,General Cargo Ship
413573510,Chemical Tanker
255806512,Chemical/Oil Products Tanker
477810400,LPG Tanker
525700549,UNKNOWN
636018807,NOT_FOUND
525100079,Bulk Carrier
564900000,Bulk Carrier
525119187,Bulk Carrier
477622600,Heavy Load Carrier
538009103,Bulk Carrier
538007674,Bulk Carrier
525701463,UNKNOWN
525701351,Tug
525401159,UNKNOWN
352001317,General Cargo Ship
352986153,Bulk Carrier
636020906,Bulk Carrier
538006355,Bulk Carrier
538007559,Bulk Carrier
636021082,NOT_FOUND
538008820,NOT_FOUND
525005384,NOT_FOUND
311054600,Bulk Carrier
548999000,General Cargo Ship
525701531,Bulk Carrier
563125600,Bulk Carrier
525006095,Tug
413572060,Chemical/Oil Products Tanker
357965000,Bulk Carrier
352898732,LPG Tanker
525103009,Chemical/Oil Products Tanker
372700000,Bulk Carrier
525701178,UNKNOWN
525012372,UNKNOWN
525100873,UNKNOWN
441318000,Chemical/Oil Products Tanker
636020252,Container Ship
352001515,Crude Oil Tanker
352002477,Bulk Carrier
563127800,Oil Products Tanker
525018176,Tug
574002870,Bulk Carrier
477541300,NOT_FOUND
525201013,Tug
525015288,Container Ship
525021064,UNKNOWN
525109020,Container Ship
636021236,Bulk Carrier
574001920,General Cargo Ship
636021434,General Cargo Ship
229213000,Bulk Carrier
247186500,Vehicles Carrier
525012383,UNKNOWN
525100098,UNKNOWN
61899497,NOT_FOUND
212555000,Bulk Carrier
626304000,Crude Oil Tanker
412416072,NOT_FOUND
525301854,Chemical/Oil Products Tanker
477851700,NOT_FOUND
477716300,Crude Oil Tanker
525701581,Tug
525018225,NOT_FOUND
636021953,Bulk Carrier
352003818,Bulk Carrier
525000532,UNKNOWN
477162500,Crude Oil Tanker
413263240,Research Vessel
431695000,Vehicles Carrier
636017835,Chemical/Oil Products Tanker
477714800,Bulk Carrier
525003184,UNKNOWN
525200134,UNKNOWN
525301561,UNKNOWN
636014568,Bulk Carrier
525009061,Landing Craft
636092879,Container Ship
525003471,UNKNOWN
525121079,Deck Cargo Ship
405000263,Bulk Carrier
525016552,Offshore Tug/Supply Ship
457396000,General Cargo Ship
219256000,Chemical/Oil Products Tanker
441782000,LPG Tanker
525061437,NOT_FOUND
353288000,Wood Chips Carrier
525501673,UNKNOWN
405000097,Bulk Carrier
525800254,UNKNOWN
525003427,Oil Products Tanker
370020000,Bulk Carrier
525900913,UNKNOWN
525201398,UNKNOWN
574634000,General Cargo Ship
574004330,Bulk Carrier
525400887,UNKNOWN
477045100,LPG Tanker
419000984,Bulk Carrier
416056000,General Cargo Ship
232032150,UNKNOWN
511101510,General Cargo Ship
440728000,Container Ship
372728000,General Cargo Ship
574001410,General Cargo Ship
636024229,Bulk Carrier
414072000,Bulk Carrier
405000163,Bulk Carrier
215626000,Bulk Carrier
306400000,UNKNOWN
525016177,Offshore Tug/Supply Ship
319506000,Yacht
525021015,UNKNOWN
405000256,Bulk Carrier
636016227,Bulk Carrier
413700150,Bulk Carrier
351148000,Bulk Carrier
538009436,Bulk Carrier
525015248,NOT_FOUND
354815000,Bulk Carrier
525010335,UNKNOWN
525205003,UNKNOWN
525400632,UNKNOWN
525900774,UNKNOWN
352003421,Container Ship
477722600,Bulk Carrier
525020243,UNKNOWN
525114108,LPG Tanker
419001031,UNKNOWN
525022013,General Cargo Ship
538008220,General Cargo Ship
525701413,Tug
538010556,Bulk Carrier
525205012,UNKNOWN
525501681,Tug
525101055,Buoy/Lighthouse Vessel
525121080,LPG Tanker
403112233,NOT_FOUND
626490000,NOT_FOUND
241518000,Crude Oil Tanker
636021013,Container Ship
525019562,Landing Craft
525003403,UNKNOWN
257083750,LPG Tanker
525000555,UNKNOWN
636020409,Bulk Carrier
412099000,Heavy Load Carrier
525003111,UNKNOWN
525200033,UNKNOWN
636023273,Container Ship
352003722,Bulk Carrier
563232900,Container Ship
525100711,UNKNOWN
563198100,Bulk Carrier
525400915,NOT_FOUND
525018022,General Cargo Ship
538005333,Vehicles Carrier
525018309,Tug
563169700,Wood Chips Carrier
525119191,Oil Products Tanker
538005202,Chemical/Oil Products Tanker
525200872,UNKNOWN
636018014,LPG Tanker
525019381,Container Ship
636018657,Bulk Carrier
538008389,Bulk Carrier
370755000,Chemical/Oil Products Tanker
232011742,Bulk Carrier
352001101,Bulk Carrier
538004184,Bulk Carrier
636023795,LPG Tanker
241623000,Crude Oil Tanker
538009716,General Cargo Ship
477928300,General Cargo Ship
538010641,Container Ship
374062000,Bulk Carrier
212715000,General Cargo Ship
351988000,Bulk Carrier
477464400,Container Ship
255806255,Container Ship
636022300,Oil Products Tanker
572382220,Bulk Carrier
525103005,Bulk Carrier
525600701,UNKNOWN
666112234,NOT_FOUND
563217500,Chemical/Oil Products Tanker
525013017,Bulk Carrier
477147500,General Cargo Ship
352898710,Chemical/Oil Products Tanker
538008601,NOT_FOUND
413241940,Chemical/Oil Products Tanker
440118000,Bulk Carrier
477468900,Bulk Carrier
636016576,Bulk Carrier
413376980,Chemical/Oil Products Tanker
241740000,Crude Oil Tanker
525700593,UNKNOWN
525300558,UNKNOWN
525014130,UNKNOWN
636016534,Bulk Carrier
244810443,General Cargo Ship
636024289,Container Ship
477665100,Bulk Carrier
538007082,Bulk Carrier
525020186,Cement Carrier
477721400,Bulk Carrier
563211700,Bulk Carrier
351991000,Chemical/Oil Products Tanker
525600881,UNKNOWN
525101319,UNKNOWN
525022242,UNKNOWN
525006280,UNKNOWN
525016607,Training Ship
538009827,LPG Tanker
525016104,Offshore Tug/Supply Ship
352630000,Bulk Carrier
525700287,UNKNOWN
273000000,Oil Products Tanker
372634000,Bulk Carrier
209979000,Container Ship
311053200,Bulk Carrier
538008645,NOT_FOUND
525023057,NOT_FOUND
215534000,LNG Tanker
565515000,LNG Tanker
525012280,Tug
215849000,Bulk Carrier
525101471,UNKNOWN
636021424,Bulk Carrier
212498000,Bulk Carrier
563220000,Vehicles Carrier
525024050,UNKNOWN
525015852,UNKNOWN
525101150,Patrol Vessel
525010408,UNKNOWN
235094793,Bulk Carrier
563088200,Bulk Carrier
525020135,UNKNOWN
574000840,Bulk Carrier
441393000,Chemical/Oil Products Tanker
525300257,UNKNOWN
310583000,NOT_FOUND
477151700,Bitumen Tanker
525015400,UNKNOWN
525019354,UNKNOWN
667001847,NOT_FOUND
477706500,NOT_FOUND
311000222,Crude Oil Tanker
477854600,Chemical/Oil Products Tanker
525101505,UNKNOWN
563666000,Bulk Carrier
354529000,Bulk Carrier
525023263,UNKNOWN
525200108,Bulk Carrier
477019600,Bulk Carrier
525800540,UNKNOWN
525024336,UNKNOWN
525500110,UNKNOWN
503542000,Ro-Ro Cargo Ship
636020597,Bulk Carrier
525201158,UNKNOWN
351031000,Bulk Carrier
525701751,UNKNOWN
371602000,Container Ship
232012398,Bulk Carrier
356065000,Refrigerated Cargo Ship
374895000,Bulk Carrier
636093044,Chemical/Oil Products Tanker
525009119,General Cargo Ship
477293100,Container Ship
525012231,UNKNOWN
525500027,UNKNOWN
414094000,NOT_FOUND
525010119,UNKNOWN
525200089,UNKNOWN
538010584,Vehicles Carrier
373808000,LNG Tanker
215860000,Crude Oil Tanker
416040000,Container Ship
563213100,Wood Chips Carrier
574098000,General Cargo Ship
352004081,Chemical/Oil Products Tanker
525300092,General Cargo Ship
432803000,Vehicles Carrier
538010230,General Cargo Ship
258005000,General Cargo Ship
372808000,Passenger (Cruise) Ship
311000261,LNG Tanker
525101451,Offshore Tug/Supply Ship
525900717,UNKNOWN
538010535,Bulk Carrier
525008046,Oil Products Tanker
538007531,Bulk Carrier
525601592,UNKNOWN
525800029,UNKNOWN
525201952,UNKNOWN
574469000,General Cargo Ship
222222221,UNKNOWN
373259000,Chemical/Oil Products Tanker
370918000,Bulk Carrier
413255730,Chemical/Oil Products Tanker
255805676,Container Ship
533132036,UNKNOWN
477692500,Bulk Carrier
525003328,Oil Products Tanker
525500490,UNKNOWN
352003974,General Cargo Ship
538009782,Bulk Carrier
241447000,NOT_FOUND
538007490,Bulk Carrier
233303000,Naval/Naval Auxiliary
212930000,Bulk Carrier
374945000,Chemical/Oil Products Tanker
356376000,General Cargo Ship
525301585,LPG Tanker
525800867,UNKNOWN
525300469,Tug
5251016,NOT_FOUND
352003658,Bulk Carrier
373904000,Bulk Carrier
525301952,UNKNOWN
525011146,UNKNOWN
219363000,General Cargo Ship
538007861,Bulk Carrier
563219600,Bulk Carrier
525024414,UNKNOWN
636020078,LNG Tanker
525019404,NOT_FOUND
525005361,Oil Products Tanker
352003575,Container Ship
354468000,NOT_FOUND
525200387,UNKNOWN
525125018,Container Ship
538008154,Chemical/Oil Products Tanker
357957000,Vehicles Carrier
538006164,Bulk Carrier
377304000,NOT_FOUND
525020230,Oil Products Tanker
352898727,Bulk Carrier
566963000,Bulk Carrier
525400766,UNKNOWN
352002691,LNG Tanker
209251000,Container Ship
44798,NOT_FOUND
525133158,NOT_FOUND
636023747,Container Ship
311049400,Bulk Carrier
525006052,UNKNOWN
525900956,UNKNOWN
525011107,Bitumen Tanker
373448000,General Cargo Ship
220129000,Container Ship
636021716,NOT_FOUND
413393960,Chemical/Oil Products Tanker
229214000,NOT_FOUND
413531160,Oil Products Tanker
477266400,Bulk Carrier
567632000,Oil Products Tanker
477538700,NOT_FOUND
525900456,UNKNOWN
538007079,Bulk Carrier
370118000,Bulk Carrier
636093010,Container Ship
372151000,Chemical/Oil Products Tanker
525800238,UNKNOWN
247441300,Vehicles Carrier
636014458,Bulk Carrier
413198000,Bulk Carrier
525300599,UNKNOWN
538010453,Crude Oil Tanker
525016550,Container Ship
525100817,UNKNOWN
538006500,Chemical/Oil Products Tanker
636019318,Bulk Carrier
357011000,Chemical/Oil Products Tanker
636020273,Bulk Carrier
525601556,UNKNOWN
538011004,Crude Oil Tanker
525300570,UNKNOWN
525006321,UNKNOWN
180819728,NOT_FOUND
525121030,Chemical/Oil Products Tanker
215574000,LNG Tanker
525401547,UNKNOWN
203,UNKNOWN
563231300,General Cargo Ship
525121048,Oil Products Tanker
357542000,Container Ship
525500449,UNKNOWN
636019093,Bulk Carrier
563895000,NOT_FOUND
563206300,Chemical/Oil Products Tanker
525301097,UNKNOWN
563029800,Bulk Carrier
538008558,NOT_FOUND
525500499,Tug
574003240,Bulk Carrier
355693000,Bulk Carrier
574497000,General Cargo Ship
525012347,UNKNOWN
457900232,NOT_FOUND
525200102,UNKNOWN
525400702,NOT_FOUND
525006170,UNKNOWN
525100651,UNKNOWN
525006314,UNKNOWN
563157500,Bulk Carrier
525201810,Chemical/Oil Products Tanker
440163000,Chemical/Oil Products Tanker
235102716,Yacht
525700835,UNKNOWN
525024199,UNKNOWN
525019527,Container Ship
477915400,Bulk Carrier
354706000,Bulk Carrier
373804000,LPG Tanker
371603000,NOT_FOUND
525003651,UNKNOWN
525120009,Bulk Carrier
525003660,Bulk Carrier
525700467,UNKNOWN
525601510,UNKNOWN
525023288,UNKNOWN
525300410,UNKNOWN
636093290,Bulk Carrier
247440400,Vehicles Carrier
357117000,LPG Tanker
255806023,Crude Oil Tanker
525021406,UNKNOWN
636023989,Bulk Carrier
477151900,Bulk Carrier
371493000,Wood Chips Carrier
255806425,Chemical/Oil Products Tanker
538006091,NOT_FOUND
525119068,Oil Products Tanker
356749000,Bulk Carrier
304439000,General Cargo Ship
563178600,Bulk Carrier
525900301,UNKNOWN
636023205,General Cargo Ship
525015194,UNKNOWN
525400529,Tug
305857000,General Cargo Ship
525200128,UNKNOWN
235074589,Bulk Carrier
525018011,UNKNOWN
525301514,Tug
525300226,UNKNOWN
525003319,UNKNOWN
567565000,UNKNOWN
525020149,UNKNOWN
255806484,Container Ship
525100208,UNKNOWN
525011142,UNKNOWN
525015837,General Cargo Ship
525100484,UNKNOWN
431921000,Vehicles Carrier
525020395,UNKNOWN
353518000,Livestock Carrier
525003614,UNKNOWN
533131126,Chemical/Oil Products Tanker
371349000,Wood Chips Carrier
373372000,General Cargo Ship
525601664,UNKNOWN
525601966,Oil Products Tanker
538011127,Bulk Carrier
636019581,General Cargo Ship
525500453,UNKNOWN
355615000,Vehicles Carrier
525381218,Landing Craft
525021149,UNKNOWN
370640000,Bulk Carrier
636019127,Chemical/Oil Products Tanker
525005015,Passenger Ship
525301276,NOT_FOUND
529907000,Tug
235088041,General Cargo Ship
414215000,Crude Oil Tanker
525100229,UNKNOWN
441902000,Container Ship
525003476,Tug
259976000,Vehicles Carrier
525021165,Tug
525700119,UNKNOWN
477114300,Bulk Carrier
352003987,Bulk Carrier
538007493,Bulk Carrier
345186001,Sailing Vessel
477524400,Bulk Carrier
525701285,Tug
538004602,NOT_FOUND
525025039,Tug
574682000,Bulk Carrier
352004134,Bulk Carrier
371310000,Chemical/Oil Products Tanker
311000485,Bulk Carrier
538003523,Oil Products Tanker
413220690,Bulk Carrier
414464000,Crude Oil Tanker
357053000,Bulk Carrier
538010741,Container Ship
477588700,General Cargo Ship
533130819,Bitumen Tanker
525401687,UNKNOWN
352004121,Bulk Carrier
525300564,UNKNOWN
525400852,UNKNOWN
574000550,Bulk Carrier
525019541,Landing Craft
566507000,NOT_FOUND
538011132,Oil Products Tanker
566919000,General Cargo Ship
259168000,Bulk Carrier
525023146,UNKNOWN
538001576,LNG Tanker
525018380,Bulk Carrier
525008121,LPG Tanker
419084300,UNKNOWN
525704421,UNKNOWN
352003298,Crude Oil Tanker
617230749,NOT_FOUND
636015588,Bulk Carrier
525601983,UNKNOWN
538011080,Bulk Carrier
525500043,UNKNOWN
356600000,LPG Tanker
255806282,NOT_FOUND
566609000,Bulk Carrier
525100268,Bulk Carrier
525016318,UNKNOWN
538010159,Bulk Carrier
256557000,Bulk Carrier
538010566,LNG Tanker
538007196,Bulk Carrier
352980796,Vehicles Carrier
525300473,UNKNOWN
311000239,Bulk Carrier
525500171,UNKNOWN
257767000,Vehicles Carrier
305590000,General Cargo Ship
354418000,Bulk Carrier
525300352,UNKNOWN
636020785,Bulk Carrier
525401282,Offshore Tug/Supply Ship
235069753,NOT_FOUND
525114099,Hospital Vessel
563140300,LPG Tanker
563185600,Bulk Carrier
525016056,UNKNOWN
210014000,Bulk Carrier
525005181,UNKNOWN
525201407,UNKNOWN
372582000,Chemical/Oil Products Tanker
525120003,UNKNOWN
440420000,Chemical/Oil Products Tanker
352003857,Bulk Carrier
525005227,Anchor Hoy
538010699,LNG Tanker
372053000,General Cargo Ship
414009000,Bulk Carrier
311000231,Chemical/Oil Products Tanker
636020186,Chemical/Oil Products Tanker
538009598,Chemical/Oil Products Tanker
525016209,UNKNOWN
235103418,UNKNOWN
374216000,LNG Tanker
564911000,General Cargo Ship
525701250,Tug
525018470,Landing Craft
311001292,Bulk Carrier
525401097,General Cargo Ship
371136000,General Cargo Ship
574087000,General Cargo Ship
525140941,Tug
352001352,Bulk Carrier
256575000,Vehicles Carrier
413468970,Vehicles Carrier
538010851,Bulk Carrier
215722000,Crude Oil Tanker
311000859,Bulk Carrier
525900896,UNKNOWN
525501397,UNKNOWN
518861366,NOT_FOUND
525301118,Tug
525009235,UNKNOWN
525200041,UNKNOWN
355153000,NOT_FOUND
248910000,Vehicles Carrier
525003382,UNKNOWN
538008079,Chemical/Oil Products Tanker
525121020,Chemical/Oil Products Tanker
414046000,Bulk Carrier
636020879,Bulk Carrier
525114104,UNKNOWN
352003742,Bulk Carrier
525021200,UNKNOWN
525117015,UNKNOWN
525018110,Deck Cargo Ship
525900980,NOT_FOUND
525014068,NOT_FOUND
572145220,Chemical/Oil Products Tanker
352002490,General Cargo Ship
235111639,LPG Tanker
356582000,Container Ship
525401483,UNKNOWN
219030726,Crude Oil Tanker
525114109,Patrol Vessel
525014086,Vessel (function unknown)
525114014,UNKNOWN
525701063,UNKNOWN
626503000,NOT_FOUND
352002807,Bulk Carrier
525114067,UNKNOWN
525300268,UNKNOWN
372774000,Bulk Carrier
525701074,UNKNOWN
525020439,UNKNOWN
525500289,UNKNOWN
372966000,Chemical/Oil Products Tanker
525005299,UNKNOWN
525500790,UNKNOWN
636011638,Heavy Load Carrier
312112000,General Cargo Ship
511101140,NOT_FOUND
477129800,LPG Tanker
525201061,UNKNOWN
309369000,Vehicles Carrier
525300853,UNKNOWN
403538000,Crude Oil Tanker
357040000,General Cargo Ship
538008387,Bulk Carrier
353578000,Bulk Carrier
525018059,UNKNOWN
525114004,UNKNOWN
525014040,Vessel (function unknown)
636092892,General Cargo Ship
636091189,LPG Tanker
525400669,UNKNOWN
414730000,Bulk Carrier
525119107,Oil Products Tanker
477025500,Bulk Carrier
371305000,Bulk Carrier
525401432,UNKNOWN
525003225,UNKNOWN
370304000,General Cargo Ship
525016549,Container Ship
574566055,NOT_FOUND
538010989,Crude Oil Tanker
210083000,Bulk Carrier
636022160,Chemical/Oil Products Tanker
525014113,UNKNOWN
215337000,Anchor Hoy
244870438,Anchor Hoy
248787000,Anchor Hoy
235755000,UNKNOWN
477591600,Chemical/Oil Products Tanker
525114118,UNKNOWN
563174600,Oil Products Tanker
525800257,UNKNOWN
525114005,UNKNOWN
311001009,Offshore Support Vessel
525114106,UNKNOWN
525601064,Tug
525014049,Patrol Vessel
525400752,UNKNOWN
525015731,UNKNOWN
368223030,UNKNOWN
352721000,General Cargo Ship
525017024,UNKNOWN
525701148,UNKNOWN
986043000,NOT_FOUND
372771000,General Cargo Ship
525014112,UNKNOWN
529485,NOT_FOUND
538007795,Bulk Carrier
525125011,Container Ship
477314800,Bulk Carrier
352002060,Chemical/Oil Products Tanker
525701773,NOT_FOUND
563181800,Bulk Carrier
